vote_id,bioguide,member_name,party,state,chamber,congress,bill_number,bill_title,vote_date,true_label,predicted_label,reasoning,prompt_tokens,completion_tokens,n_tweets_raw,n_tweets_used,competitiveness,had_bill_summary,retrieval_method,mean_similarity,timestamp,proj,freshman,n_past_votes
house_116_1st_49,N000188,Norcross,D,NJ,house,116,H R 648,"Consolidated Appropriations Act, 2019",2019-01-23,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.3193, ideal=(-0.422, 0.341), midpoint=(0.178, 0.984) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.3193,veteran,25
house_117_2nd_10,W000806,Webster (FL),R,FL,house,117,S 2959,Supplemental Impact Aid Flexibility Act,2022-01-18,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0,veteran,25
house_110_1st_988,B001243,Blackburn (R-TN),R,TN,house,110,H R 1808,Charlie Norwood Department of Veterans Affairs Medical Center,2007-10-23,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0,veteran,25
house_114_1st_247,L000397,Lofgren,D,CA,house,114,H R 2250,"Making appropriations for the Legislative Branch for the fiscal year ending September 30, 2016, and for other purposes",2015-05-19,Nay,Yea,"DW-NOMINATE spatial rule: proj=-0.0126, ideal=(-0.396, -0.397), midpoint=(-0.482, -0.195) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.0126439999999999,veteran,25
house_114_1st_175,M001184,Massie,R,KY,house,114,H R 1324,Arapaho National Forest Boundary Adjustment Act of 2015,2015-04-28,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.0426, ideal=(0.654, -0.756), midpoint=(0.699, -0.373) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.042619,veteran,25
house_115_1st_344,S000344,Sherman,D,CA,house,115,H R 3004,Kate’s Law,2017-06-29,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.1528, ideal=(-0.345, -0.136), midpoint=(-0.244, 0.970) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.152768,veteran,25
senate_117_1_314,S001203,Smith (D-MN),D,MN,senate,117,"A bill to authorize funds for Federal-aid highways, highway safety programs, and","H.R. 3684, As Amended",2021-08-10,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.6483, ideal=(-0.410, -0.118), midpoint=(0.451, -0.893) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.6482509999999999,veteran,25
house_119_2nd_12,L000595,Letlow,R,LA,house,119,H R 5184,Affordable HOMES Act,2026-01-09,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.4548, ideal=(0.434, 0.338), midpoint=(-0.209, -0.418) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.454753,veteran,25
house_116_1st_167,V000132,Vela,D,TX,house,116,H R 1644,Save the Internet Act,2019-04-10,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.4857, ideal=(-0.311, 0.407), midpoint=(-0.070, 0.998) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.4857159999999999,veteran,25
senate_119_2_61,F000463,Fischer (R-NE),R,NE,senate,119,"A bill to establish the Veterans Advisory Committee on Equal Access, and for oth",Motion to Invoke Cloture: Schumer Motion to Suspend the Rules re: TSA Funding,2026-03-21,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.0745, ideal=(0.461, 0.332), midpoint=(-0.010, -0.255) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.074464,veteran,25
house_110_1st_876,L000557,Larson (CT),D,CT,house,110,H R 1852,Expanding American Homeownership Act of 2007,2007-09-18,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.2692, ideal=(-0.396, -0.040), midpoint=(0.506, -0.027) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.269186,veteran,25
house_111_2nd_155,H000874,Hoyer,D,MD,house,111,H R 4840,Clarence D. Lumpkin Post Office Designation,2010-03-21,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0,veteran,25
house_118_2nd_446,B001311,Bishop (NC),R,NC,house,118,H R 8057,"To designate the facility of the United States Postal Service located at 9317 Bolsa Avenue in Westminster, California, as the “Little Saigon Vietnam War Veterans Memorial Post Office”",2024-09-24,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0,veteran,25
house_113_2nd_454,D000619,"Davis, Rodney",R,IL,house,113,H R 5081,Strengthening Child Welfare Response to Trafficking Act of 2014,2014-07-25,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0,freshman,25
house_115_1st_98,T000470,Tipton,R,CO,house,115,H J RES 69,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the final rule of the Department of the Interior relating to “Non-Subsistence Take of Wildlife, and Public Participation and Closure Procedures, on National Wildlife Refuges in Alaska”",2017-02-16,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.9146, ideal=(0.451, -0.023), midpoint=(0.428, -0.674) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.914607,veteran,25
house_119_1st_132,F000469,Fulcher,R,ID,house,119,H R 1263,Strengthening the Quad Act,2025-05-19,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.0606, ideal=(0.643, -0.119), midpoint=(0.603, -0.194) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.0605949999999999,veteran,25
house_112_2nd_53,H001052,Harris (MD),R,MD,house,112,H R 3247,"To designate the facility of the United States Postal Service located at 1100 Town and Country Commons in Chesterfield, Missouri, as the “Lance Corporal Matthew P. Pathenos Post Office Building”",2012-02-15,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0,freshman,25
house_117_1st_209,A000375,Arrington,R,TX,house,117,H R 826,Divided Families Reunification Act,2021-07-19,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0,veteran,25
house_115_1st_630,R000603,Rouzer,R,NC,house,115,H R 2874,21st Century Flood Reform Act,2017-11-14,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.0911, ideal=(0.567, 0.292), midpoint=(-0.019, 1.000) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.09115,veteran,25
house_113_1st_524,P000601,Palazzo,R,MS,house,113,H J RES 75,"Making continuing appropriations for the Special Supplemental Nutrition Program for Women, Infants, and Children for fiscal year 2014, and for other purposes",2013-10-04,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.3069, ideal=(0.535, 0.450), midpoint=(-0.233, -0.245) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.30693,veteran,25
house_118_1st_558,M001211,Miller (IL),R,IL,house,118,H R 4394,"Making appropriations for energy and water development and related agencies for the fiscal year ending September 30, 2024, and for other purposes",2023-10-26,Yea,Nay,"DW-NOMINATE spatial rule: proj=+0.2461, ideal=(0.785, -0.173), midpoint=(-0.153, 0.988) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.24607,veteran,25
house_119_1st_320,N000193,Nunn (IA),R,IA,house,119,S 1071,"To require the Secretary of Veterans Affairs to disinter the remains of Fernando V. Cota from Fort Sam Houston National Cemetery, Texas, and for other purposes",2025-12-10,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.8374, ideal=(0.293, 0.203), midpoint=(0.326, -0.340) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.8373960000000001,veteran,25
house_119_1st_10,L000585,LaHood,R,IL,house,119,H R 153,Post-Disaster Assistance Online Accountability Act,2025-01-14,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0,veteran,25
house_119_2nd_28,B001318,Balint,D,VT,house,119,H R 7006,"Financial Services and General Government and National Security, Department of State, and Related Programs Appropriations Act, 2026",2026-01-14,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.1923, ideal=(-0.442, -0.487), midpoint=(0.523, -0.373) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.1923099999999999,veteran,25
house_115_1st_349,S000250,Sessions,R,TX,house,115,H R 1492,Medical Controlled Substances Transportation Act,2017-07-12,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0,veteran,25
house_114_2nd_124,G000552,Gohmert,R,TX,house,114,H R 4596,Small Business Broadband Deployment Act,2016-03-16,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0,veteran,25
house_115_1st_675,R000603,Rouzer,R,NC,house,115,H R 3971,Community Institution Mortgage Relief Act of 2017,2017-12-12,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.1955, ideal=(0.567, 0.292), midpoint=(-0.449, 0.893) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.195549,veteran,25
house_116_1st_424,E000298,Estes,R,KS,house,116,H R 3351,"Making appropriations for financial services and general government for the fiscal year ending September 30, 2020, and for other purposes",2019-06-26,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.9857, ideal=(0.647, 0.133), midpoint=(0.189, -0.982) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.985674,veteran,25
senate_119_1_228,S001150,Schiff (D-CA),D,CA,senate,119,A joint resolution providing for congressional disapproval under chapter 8 of ti,H.J.Res. 75,2025-05-01,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.2998, ideal=(-0.352, -0.118), midpoint=(-0.003, -0.248) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.2998369999999999,veteran,25
house_110_1st_744,N000179,Napolitano,D,CA,house,110,H R 3093,"Departments of Commerce and Justice, and Science, and Related Agencies Appropriations for FY 2008",2007-07-26,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.3990, ideal=(-0.448, -0.247), midpoint=(0.202, 0.974) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.399022,veteran,25
house_117_2nd_228,S001201,Suozzi,D,NY,house,117,S 2102,Dr. Kate Hendricks Thomas Supporting Expanded Review for Veterans In Combat Environments Act,2022-05-18,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0,veteran,25
senate_113_2_20,R000146,Reid (D-NV),D,NV,senate,113,A bill to provide for the reform and continuation of agricultural and other prog,Motion to Invoke Cloture on the Conference Report to Accompany H.R. 2642,2014-02-03,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.1473, ideal=(-0.276, 0.258), midpoint=(0.665, 0.372) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.147346,veteran,25
house_119_1st_68,W000795,Wilson (SC),R,SC,house,119,H R 1156,Pandemic Unemployment Fraud Enforcement Act,2025-03-11,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.3580, ideal=(0.529, 0.163), midpoint=(-0.328, -0.078) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.3579779999999999,veteran,25
house_114_2nd_599,G000571,Gabbard,D,HI,house,114,H R 6392,Systemic Risk Designation Improvement Act,2016-12-01,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.1469, ideal=(-0.274, -0.282), midpoint=(-0.151, -0.108) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.146901,veteran,25
house_115_1st_78,K000378,Kinzinger,R,IL,house,115,H J RES 36,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the final rule of the Bureau of Land Management relating to “Waste Prevention, Production Subject to Royalties, and Resource Conservation”",2017-02-03,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.5120, ideal=(0.234, 0.382), midpoint=(0.104, 0.047) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.511995,veteran,25
senate_113_1_160,U000039,Udall (D-NM),D,NM,senate,113,To strengthen border security and enforcement.,Motion to Invoke Cloture on Leahy Amdt. No. 1183 As Modified,2013-06-24,Yea,Yea,"DW-NOMINATE spatial rule: proj=-1.5997, ideal=(-0.453, 0.161), midpoint=(-0.004, 0.868) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-1.5996529999999998,veteran,25
house_115_1st_435,W000798,Walberg,R,MI,house,115,H R 3219,"Making appropriations for the Department of Defense for the fiscal year ending September 30, 2018, and for other purposes",2017-07-27,Yea,Nay,"DW-NOMINATE spatial rule: proj=+0.1854, ideal=(0.498, 0.168), midpoint=(-0.305, 0.953) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.1854059999999999,veteran,25
house_117_1st_366,H001081,Hayes,D,CT,house,117,H R 4660,"To designate the Federal Building and United States Courthouse located at 1125 Chapline Street in Wheeling, West Virginia, as the “Frederick P. Stamp, Jr. Federal Building and United States Courthouse”",2021-11-04,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.0,veteran,25
house_117_1st_374,A000375,Arrington,R,TX,house,117,S 796,Protecting Moms Who Served Act,2021-11-16,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0,veteran,25
house_119_1st_104,C001069,Courtney,D,CT,house,119,S 146,TAKE IT DOWN Act,2025-04-28,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0,veteran,25
house_117_1st_169,C001115,Cloud,R,TX,house,117,H R 1187,ESG Disclosure Simplification Act,2021-06-16,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.6959, ideal=(0.689, -0.382), midpoint=(0.192, -0.854) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.695855,veteran,25
house_112_1st_838,G000552,Gohmert,R,TX,house,112,H R 298,"To designate the facility of the United States Postal Service located at 500 East Whitestone Boulevard in Cedar Park, Texas, as the “Army Specialist Matthew Troy Morris Post Office Building”",2011-11-14,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0,veteran,25
house_112_2nd_18,K000375,Keating,D,MA,house,112,H R 1173,Fiscal Responsibility and Retirement Security Act,2012-02-01,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.0883, ideal=(-0.330, -0.097), midpoint=(-0.231, 0.164) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.088335,freshman,25
house_113_2nd_550,K000378,Kinzinger,R,IL,house,113,H R 5759,To establish a rule of construction clarifying the limitations on executive authority to provide certain forms of immigration relief,2014-12-04,Yea,Nay,"DW-NOMINATE spatial rule: proj=+0.1463, ideal=(0.234, 0.382), midpoint=(-0.186, 0.982) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.1463399999999999,veteran,25
house_114_1st_490,N000179,Napolitano,D,CA,house,114,S 1359,E-Warranty Act of 2015,2015-09-08,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.0,veteran,25
house_115_1st_352,G000568,Griffith,R,VA,house,115,H R 23,Gaining Responsibility on Water Act,2017-07-12,Yea,Nay,"DW-NOMINATE spatial rule: proj=+0.4615, ideal=(0.510, -0.330), midpoint=(-0.299, 0.954) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.4615179999999999,veteran,25
house_117_1st_60,B000740,Bice,R,OK,house,117,H R 1280,George Floyd Justice in Policing Act of 2021,2021-03-03,Nay,Yea,"DW-NOMINATE spatial rule: proj=-0.0024, ideal=(0.411, 0.308), midpoint=(-0.138, 0.990) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.002418,freshman,9
senate_117_1_214,F000463,Fischer (R-NE),R,NE,senate,117,In the nature of a substitute.,Motion to Invoke Cloture: Schumer Amdt. No. 1502,2021-05-27,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.0155, ideal=(0.461, 0.332), midpoint=(0.444, 0.154) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.015528,veteran,25
house_118_2nd_203,C001059,Costa,D,CA,house,118,H R 7581,Improving Law Enforcement Officer Safety and Wellness Through Data Act,2024-05-15,Yea,Yea,"DW-NOMINATE spatial rule: proj=-1.5375, ideal=(-0.199, 0.447), midpoint=(0.038, -0.999) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-1.537539,veteran,25
senate_119_1_600,C001114,Curtis (R-UT),R,UT,senate,119,A joint resolution terminating the national emergency declared to impose global ,S.J.Res. 88,2025-10-30,Nay,Yea,"DW-NOMINATE spatial rule: proj=-0.5088, ideal=(0.454, 0.124), midpoint=(-0.154, 0.783) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.5088490000000001,veteran,25
house_115_2nd_494,L000557,Larson (CT),D,CT,house,115,S 1934,Alaska Remote Generator Reliability and Protection Act,2018-12-21,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.5336, ideal=(-0.396, -0.040), midpoint=(-0.322, 0.947) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.533613,veteran,25
house_110_1st_80,C000537,Clyburn,D,SC,house,110,H R 482,American River Pump Station Project Transfer Act,2007-02-07,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0,veteran,15
house_115_2nd_376,C001103,Carter (GA),R,GA,house,115,H R 6311,Increasing Access to Lower Premium Plans and Expanding Health Savings Accounts Act of 2018,2018-07-25,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.1867, ideal=(0.556, 0.330), midpoint=(-0.319, 0.719) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.1867430000000001,veteran,25
house_118_2nd_165,M001225,Mullin,D,CA,house,118,H R 3397,WEST Act,2024-04-30,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.5805, ideal=(-0.478, -0.007), midpoint=(-0.063, 0.334) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.580481,freshman,25
house_114_1st_8,G000560,Graves (GA),R,GA,house,114,H R 26,Terrorism Risk Insurance Program Reauthorization Act,2015-01-07,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0,veteran,25
house_117_1st_154,G000577,Graves (LA),R,LA,house,117,H R 3233,National Commission to Investigate the January 6 Attack on the United States Capitol Complex Act,2021-05-19,Nay,Yea,"DW-NOMINATE spatial rule: proj=-0.0428, ideal=(0.425, 0.049), midpoint=(0.265, 0.964) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.04282,veteran,25
house_115_1st_84,R000575,Rogers (AL),R,AL,house,115,H J RES 57,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to accountability and State plans under the Elementary and Secondary Education Act of 1965",2017-02-07,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.1685, ideal=(0.379, 0.377), midpoint=(0.099, 0.229) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.168516,veteran,25
house_111_2nd_298,S001148,Simpson,R,ID,house,111,H R 3885,Veterans Dog Training Therapy Act,2010-05-25,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0,veteran,25
house_117_2nd_508,J000304,Jackson (TX),R,TX,house,117,S 3499,"To amend the Post-Katrina Emergency Management Reform Act of 2006 to repeal certain obsolete requirements, and for other purposes",2022-12-06,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0,freshman,25
house_117_2nd_452,C001054,Carl,R,AL,house,117,H R 8542,Mental Health Justice Act of 2022,2022-09-22,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.1351, ideal=(0.550, 0.239), midpoint=(0.099, 0.367) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.135066,freshman,25
house_119_1st_300,U000040,Underwood,D,IL,house,119,H R 4058,Enhancing Stakeholder Support and Outreach for Preparedness Grants Act,2025-11-19,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.8721, ideal=(-0.593, 0.296), midpoint=(0.476, -0.629) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.8721390000000001,veteran,25
house_119_1st_98,J000305,Jacobs,D,CA,house,119,H R 1526,No Rogue Rulings Act,2025-04-09,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.3700, ideal=(-0.417, -0.425), midpoint=(0.076, -0.082) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.369951,veteran,25
house_118_1st_255,M001159,Rodgers (WA),R,WA,house,118,H R 1615,Gas Stove Protection and Freedom Act,2023-06-13,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.7935, ideal=(0.436, 0.098), midpoint=(0.265, -0.749) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.793491,veteran,25
house_114_1st_636,C001093,Collins (GA),R,GA,house,114,H R 1210,Portfolio Lending and Mortgage Access Act,2015-11-18,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.2742, ideal=(0.610, 0.134), midpoint=(-0.125, 0.060) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.274179,veteran,25
house_112_2nd_249,L000287,Lewis,D,GA,house,112,H R 5326,"Making appropriations for the Departments of Commerce and Justice, Science, and Related Agencies for the fiscal year ending September 30, 2013, and for other purposes",2012-05-10,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.5163, ideal=(-0.589, -0.221), midpoint=(-0.390, 0.921) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.5162920000000001,veteran,25
house_116_1st_104,C001080,Chu,D,CA,house,116,H R 1381,Burn Pit Registry Enhancement Act,2019-03-05,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.0,veteran,25
house_116_2nd_152,M000087,"Maloney, Carolyn B.",D,NY,house,116,H R 6395,William M. (Mac) Thornberry National Defense Authorization Act,2020-07-21,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.2795, ideal=(-0.387, -0.285), midpoint=(0.815, 0.579) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.2795019999999999,veteran,25
senate_117_2_60,P000145,Padilla (D-CA),D,CA,senate,117,A bill making further continuing appropriations for the fiscal year ending Septe,Motion to Invoke Cloture: Motion to Proceed to H.R. 6617,2022-02-17,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.2762, ideal=(-0.453, -0.230), midpoint=(0.464, 0.017) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.276189,freshman,25
house_119_2nd_120,L000603,Luttrell,R,TX,house,119,H R 1689,To require the Secretary of Homeland Security to designate Haiti for temporary protected status,2026-04-16,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.0785, ideal=(0.587, -0.072), midpoint=(0.122, -0.993) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0784739999999999,veteran,25
house_117_2nd_177,L000593,Levin,D,CA,house,117,H R 3508,CW4 Christian J. Koch Memorial Post Office,2022-05-12,Yea,ERROR,DW-NOMINATE spatial rule: no cutting line estimated for this roll call,0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0,veteran,25
house_114_2nd_161,C001090,Cartwright,D,PA,house,114,H R 4885,IRS Oversight While Eliminating Spending (OWES) Act of 2016,2016-04-20,Nay,Nay,"DW-NOMINATE spatial rule: proj=+0.1093, ideal=(-0.344, 0.042), midpoint=(-0.014, -0.100) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.1093339999999999,veteran,25
senate_118_2_152,W000437,Wicker (R-MS),R,MS,senate,118,"A bill to amend title 38, United States Code, to make certain improvements relat",Motion to Invoke Cloture: Motion to Concur in the House Amdt to the Senate Amdt to H.R. 815,2024-04-23,Yea,Nay,"DW-NOMINATE spatial rule: proj=+0.0510, ideal=(0.378, 0.338), midpoint=(0.777, 0.629) -> Nay",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,0.0510029999999999,veteran,25
house_112_2nd_100,G000560,Graves (GA),R,GA,house,112,H R 2842,Bureau of Reclamation Small Conduit Hydropower Development and Rural Jobs Act,2012-03-07,Yea,Yea,"DW-NOMINATE spatial rule: proj=-1.0478, ideal=(0.716, -0.002), midpoint=(-0.227, 0.166) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-1.047817,veteran,25
house_111_2nd_332,F000444,Flake (R-AZ),R,AZ,house,111,H R 5116,America COMPETES Reauthorization Act,2010-05-28,Nay,Yea,"DW-NOMINATE spatial rule: proj=-0.3547, ideal=(0.855, -0.518), midpoint=(0.110, 0.719) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.3546520000000001,veteran,25
house_117_1st_331,P000604,Payne,D,NJ,house,117,H R 3110,PUMP for Nursing Mothers Act,2021-10-22,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.2607, ideal=(-0.520, -0.096), midpoint=(0.490, -0.417) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.260716,veteran,25
house_117_1st_440,G000592,Golden (ME),D,ME,house,117,H R 5314,Protecting Our Democracy Act,2021-12-09,Yea,Yea,"DW-NOMINATE spatial rule: proj=-0.4163, ideal=(-0.106, 0.387), midpoint=(0.049, -0.212) -> Yea",0,0,0,0,0.0,,,,2026-08-21T09:39:00.392026+00:00,-0.416323,veteran,25
